Notes,Jurisdiction,Jurisdiction_Long,GearType,Stakeholders,Index,Species,RPC-,DirectImpacts-PersonalIncomeMultipliers_000_2006,IndirectImpacts-PersonalIncomeMultipliers_000_2006,InducedImpacts-PersonalIncomeMultipliers_000_2006,TotalImpacts-PersonalIncomeMultipliers_000_2006,DirectImpacts-OutputMultipliers_000_2006,IndirectImpacts-OutputMultipliers_000_2006,InducedImpacts-OutputMultipliers_000_2006,TotalImpacts-OutputMultipliers_000_2006,DirectImpacts-EmploymentMultipliers_000_2006,IndirectImpacts-EmploymentMultipliers_000_2006,InducedImpacts-EmploymentMultipliers_000_2006,TotalImpacts-EmploymentMultipliers_000_2006,DirectImpacts-PersonalIncomeImpacts_000_2006,IndirectImpacts-PersonalIncomeImpacts_000_2006,InducedImpacts-PersonalIncomeImpacts_000_2006,TotalImpacts-PersonalIncomeImpacts_000_2006,DirectImpacts-OutputImpacts_000_2006,IndirectImpacts-OutputImpacts_000_2006,InducedImpacts-OutputImpacts_000_2006,TotalImpacts-OutputImpacts_000_2006,DirectImpacts-EmploymentImpacts_Full-part-timejobs,IndirectImpacts-EmploymentImpacts_Full-part-timejobs,InducedImpacts-EmploymentImpacts_Full-part-timejobs,TotalImpacts-EmploymentImpacts_Full-part-timejobs,DirectImpacts-ValueAdded,IndirectImpacts-ValueAdded,InducedImpacts-ValueAdded,TotalImpacts-ValueAdded
,NC,North Carolina,,Wholesalers,18, Freshwater  ,0.67,0.75,0.28,0.16,1.19,1,0.79,0.51,2.3,11.56,5.4,3.77,20.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Wholesalers,19, Inshore and Miscellaneous ,0.67,0.75,0.28,0.16,1.19,1,0.79,0.51,2.3,11.56,5.4,3.77,20.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Wholesalers,20, Bait ,0.67,0.75,0.28,0.16,1.19,1,0.79,0.51,2.3,11.56,5.4,3.77,20.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Wholesalers,Mark-up on seafood inputs,33.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,NC,North Carolina,,Grocers,1, Shrimp ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,2, Crab ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,3, Lobster ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,4, East Coast Groundfish  ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,5, HMS  ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,6, Reef Fish ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,7, West Coast Groundfish  ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,8,West Coast Whiting,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,9, Halibut ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,10, Menhaden & Industrial ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,11, Salmon ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,12, Sea Scallop ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,13,Pelagic Herring and Mackerel,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,14, Surf Clam/Ocean Quahog  ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,15, Other Trawl  ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,16, All Other Finfish   ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,17, All Other Shellfish   ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,18, Freshwater  ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,19, Inshore and Miscellaneous ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,20, Bait ,0.68,0.88,0.18,0.19,1.25,1,0.51,0.6,2.11,40.94,3.55,4.46,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Grocers,Mark-up on seafood inputs,182.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,NC,North Carolina,,Restaurants,1, Shrimp ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,2, Crab ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,3, Lobster ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,4, East Coast Groundfish  ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,5, HMS  ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,6, Reef Fish ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,7, West Coast Groundfish  ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,8,West Coast Whiting,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,9, Halibut ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,13.5,4.86,48.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,10, Menhaden & Industrial ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,11, Salmon ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,12, Sea Scallop ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,13,Pelagic Herring and Mackerel,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,14, Surf Clam/Ocean Quahog  ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,15, Other Trawl  ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,16, All Other Finfish   ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,17, All Other Shellfish   ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,18, Freshwater  ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,19, Inshore and Miscellaneous ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NC,North Carolina,,Restaurants,20, Bait ,0.76,0.56,0.17,0.21,0.94,1,0.54,0.66,2.2,30.54,3.58,4.86,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,1, Shrimp ,0.71,0.68,0.11,0.22,1.02,1,0.35,0.66,2.01,4.77,2.28,5.06,12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,2, Crab ,0.73,0.68,0.12,0.22,1.02,1,0.36,0.66,2.02,12.72,2.5,5.1,20.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,3, Lobster ,0.72,0.68,0.12,0.22,1.02,1,0.36,0.66,2.02,57.89,2.41,5.08,65.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,4, East Coast Groundfish  ,0.59,0.45,0.23,0.18,0.86,1,0.62,0.55,2.17,9.46,3.97,4.26,17.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,5, HMS  ,0.73,0.64,0.14,0.22,1,1,0.4,0.64,2.04,13.03,2.86,4.96,20.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,6, Reef Fish ,0.61,0.41,0.28,0.19,0.87,1,0.71,0.55,2.26,9.46,4.68,4.33,18.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,7, West Coast Groundfish  ,0.7,0.62,0.15,0.21,0.97,1,0.42,0.63,2.05,6.16,2.82,4.85,13.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,8,West Coast Whiting,0.63,0.58,0.13,0.2,0.91,1,0.43,0.59,2.01,2.04,2.41,4.53,8.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,9, Halibut ,0.65,0.47,0.2,0.18,0.85,1,0.67,0.55,2.22,31.11,4.34,4.24,39.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,10, Menhaden & Industrial ,0.47,0.23,0.33,0.15,0.71,1,0.88,0.44,2.33,9.46,5.25,3.48,18.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,11, Salmon ,0.66,0.49,0.19,0.19,0.87,1,0.63,0.56,2.19,56.96,4.18,4.34,65.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,12, Sea Scallop ,0.66,0.41,0.24,0.18,0.83,1,0.59,0.53,2.12,9.46,4.05,4.13,17.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,13,Pelagic Herring and Mackerel,0.66,0.41,0.24,0.18,0.83,1,0.59,0.53,2.12,9.46,4.05,4.13,17.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,14, Surf Clam/Ocean Quahog  ,0.66,0.41,0.24,0.18,0.83,1,0.59,0.53,2.12,9.46,4.05,4.13,17.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,15, Other Trawl  ,0.54,0.36,0.27,0.17,0.8,1,0.73,0.51,2.23,9.46,4.47,3.96,17.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,16, All Other Finfish   ,0.69,0.6,0.16,0.21,0.98,1,0.45,0.63,2.08,9.46,2.87,4.88,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,17, All Other Shellfish   ,0.68,0.59,0.17,0.21,0.97,1,0.46,0.62,2.08,9.46,6.33,4.8,20.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,18, Freshwater  ,0.53,0.33,0.29,0.16,0.77,1,0.77,0.49,2.26,9.46,4.72,3.82,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,19, Inshore and Miscellaneous ,0.59,0.34,0.27,0.16,0.77,1,0.72,0.49,2.2,9.46,4.72,3.8,17.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Harvesters,20, Bait ,0.48,0.24,0.32,0.15,0.72,1,0.86,0.45,2.31,9.46,5.17,3.53,18.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,Mark-up on seafood inputs,128.90%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,OR,Oregon,,Processors,1, Shrimp ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.68,4.2,4.64,14.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,2, Crab ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,11.14,4.2,4.64,19.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,3, Lobster ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,4, East Coast Groundfish  ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,5, HMS  ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,9.96,4.2,4.64,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,6, Reef Fish ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,7, West Coast Groundfish  ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,8.07,4.2,4.64,16.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,8,West Coast Whiting,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,4.45,4.2,4.64,13.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,9, Halibut ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,22.4,4.62,4.64,31.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,10, Menhaden & Industrial ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,11, Salmon ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,10.22,4.2,4.64,19.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,12, Sea Scallop ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,13,Pelagic Herring and Mackerel,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,14, Surf Clam/Ocean Quahog  ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,15, Other Trawl  ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,16, All Other Finfish   ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,17, All Other Shellfish   ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,18, Freshwater  ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,19, Inshore and Miscellaneous ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,20, Bait ,0.68,0.34,0.21,0.2,0.75,1,0.62,0.6,2.22,5.86,4.2,4.64,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Processors,Mark-up on seafood inputs,62.70%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,OR,Oregon,,Wholesalers,1, Shrimp ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,2, Crab ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,3, Lobster ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,4, East Coast Groundfish  ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,5, HMS  ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,6, Reef Fish ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,7, West Coast Groundfish  ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,8,West Coast Whiting,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,9, Halibut ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,10, Menhaden & Industrial ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,11, Salmon ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,12, Sea Scallop ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,13,Pelagic Herring and Mackerel,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,14, Surf Clam/Ocean Quahog  ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,15, Other Trawl  ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,16, All Other Finfish   ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,17, All Other Shellfish   ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,18, Freshwater  ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,19, Inshore and Miscellaneous ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,20, Bait ,0.69,0.75,0.29,0.18,1.22,1,0.81,0.54,2.35,11.67,5.47,4.19,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,OR,Oregon,,Wholesalers,Mark-up on seafood inputs,33.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
